title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Home - Sybiz Software,https://www.sybiz.com/,Sybiz develops an innovative suite of ERP  accounting  payroll and HRM software helping thousands of businesses worldwide.,sybiz,"['43 Fullarton Road, Kent Town SA 5067 Australia', 'https://www.sybiz.com/Legal']","['sybiz@sybiz.com', 'https://www.sybiz.com/Legal']","['+61 8 8130 7000', 'https://www.sybiz.com/']",None,"[['Shane Rollas ', 'Channel Sales Manager_Sybiz ...'], 'from linkedin search google']","['IT - Software, Mining, oil and gas', 'from_classification_model']","['17 March 2005', 'https://opencorporates.com/companies/au/113240092']",None,None,"['Australia', 'https://opencorporates.com/companies/au/113240092']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/113240092']",0.25,0.25,0.0,0.0,0.125
My ASP.NET Application: Home Page,https://edusuez.com/,,clients3.weblink,None,"['dev@macrovue.com.au', 'https://www.crunchbase.com/organization/macrovue']","['+61451128089', 'https://www.crunchbase.com/organization/macrovue']","['asp.net visit', 'asp.net', 'external services', 'add nuget packages', 'microsoft way', 'title phone', 'home page', 'find web', 'application', 'log']","['Dev Sinha', 'founder(s)', 'https://www.crunchbase.com/organization/macrovue']","[['AccountingBig DataFinanceSmall and Medium Businesses'], 'https://www.crunchbase.com/organization/macrovue']","['Jun 1, 2014', 'https://www.crunchbase.com/organization/macrovue']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/macrovue']",None,"['Private', 'https://www.crunchbase.com/organization/macrovue']",0.0,0.0,0.0,0.0,0.0
PwC: Audit and assurance_ consulting and tax services,https://www.pwc.com/,Your agenda is our agenda. Let's work together to make sure your company is ready to take advantage of new opportunities to grow.,pwc,"['BARANGAROO2000New South WalesAustralia', 'https://opencorporates.com/companies/au/097026269']","['webmaster@pwc.com', 'https://www.pwc.com/ca/en/privacy-policy.html']","['+61 414 835 935', 'https://www.pwc.com/gx/en/industries/tmt/publications/telecom-value.html']",None,"['Robert Allen', 'founder(s)', 'https://www.crunchbase.com/organization/pwc-australia']","[['Accounting'], 'https://www.crunchbase.com/organization/pwc-australia']","['2010', 'https://www.crunchbase.com/organization/pwc-australia']",None,None,"[' Australia, Isabela, Philippines', 'https://www.crunchbase.com/organization/pwc-australia']",None,"['Private', 'https://www.crunchbase.com/organization/pwc-australia']",0.0,0.25,0.0,0.0,0.0625
Yahoo Sport Australia,https://au.sports.yahoo.com/,,au.sports.yahoo,None,None,"['1300 659 467', 'https://au.sports.yahoo.com/tennis-news-ex-disturbing-new-claims-alexander-zverev-230402625.html']","['australian open players', 'australian open match', 'australian open final cricket world', 'australian open exit players', 'australian open semi-final clash', 'former australian open champions', 'australian open win', 'australian open finals', 'australian open loss', 'melbourne park tennis novak djokovic']","[['John Edwards ', 'Product Lead_NRL Network ...'], 'from linkedin search google']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Protrac iD. Manufacturer of long range RFID location and ...,https://www.protracid.com.au/,Protrac iD is Australia's leading manufacturer or Active Long Range RFID  Mobile Duress Alarm system  Real time locating systems and forklift safety system.,protracid,"['U 4 2-12 KNOBEL CT SHAILER PARK, QUEENSLAND, 4128 Australia', 'https://www.dnb.com/business-directory/company-profiles.protrac_id_pty_ltd.e73f136d4a2cf0328e10ef623f9112fc.html']",None,"['+61 7 3806 3224', 'https://www.protracid.com.au/']","['protrac id rfid tags', 'protrac id systems', 'protrac id system products', 'protrac id tags', 'passive rfid tracking system tags', 'protrac id rfid systems', 'passive rfid asset tracking system tags', 'protrac id rfid solutions', 'id rfid antennas rfid asset tracking', 'protrac id transmitter tags']","[['ROGER JEFFREY WHYBORN', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.protrac_id_pty_ltd.e73f136d4a2cf0328e10ef623f9112fc.html']","['IT - Software, Manufacturing', 'from_classification_model']",None,"['$3.32 million USD', 'https://www.dnb.com/business-directory/company-profiles.protrac_id_pty_ltd.e73f136d4a2cf0328e10ef623f9112fc.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.protrac_id_pty_ltd.e73f136d4a2cf0328e10ef623f9112fc.html']",0.375,0.25,0.0,0.0,0.15625
Virtual Yard - Used Car Dealership Software_ Motor ...,https://virtualyard.com/,Virtual Yard is a new and used car dealership management system based completely in the cloud. Our saas for car dealers is world class and we like it that way.,virtualyard,None,"['support@virtualyard.co.nz', 'https://virtualyard.com/new-zealand/']","['+61 2 8091 7111', 'https://virtualyard.com/australia/']","['use virtual yard', 'other virtual yard dealers', 'virtual yard', 'virtual yard dealership website', 'virtual yard notices', 'jason@diamondfinancechoice.com.au use virtual yard', 'virtual yard employees', 'third party offered services', 'tax invoices virtual yard', 'service accounts']","[['Emmett Robin DAVIDSON', ' director'], 'https://opencorporates.com/companies/nz/6705733']","[['Software'], 'https://www.crunchbase.com/organization/virtual-yard']","['19 February 2018', 'https://opencorporates.com/companies/nz/6705733']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/virtual-yard']",None,"['Private', 'https://www.crunchbase.com/organization/virtual-yard']",0.0,0.25,0.0,0.0,0.0625
Davies Collison Cave: Home,https://dcc.com/,,dcc,"['14/255 Elizabeth St, Sydney NSW 2000', ['Davies Collison Cave, address', 'knowledge_panel']]",None,"['+61-438538572', 'https://www.dnb.com/business-directory/company-profiles.dcc_product_pty_ltd.cd4141f1620192b0199103021d5940aa.html']",None,"[['DU KIM CHU', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.dcc_product_pty_ltd.cd4141f1620192b0199103021d5940aa.html']","[['Information ServicesInformation Technology'], 'https://www.crunchbase.com/organization/currency-select']","['2000', 'https://www.crunchbase.com/organization/currency-select']","['$117,214 USD', 'https://www.dnb.com/business-directory/company-profiles.dcc_product_pty_ltd.cd4141f1620192b0199103021d5940aa.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/currency-select']",None,"['Private', 'https://www.crunchbase.com/organization/currency-select']",0.0,0.0,0.0,0.0,0.0
illion TenderLink: Australia & New Zealand Tenders & e ...,https://illion.tenderlink.com/,Australia & NZ's leading gateway for tenders & contract opportunities. Move your procurement online with illion TenderLink's SaaS e-Procurement Portals - Tendering made easy.,illion.tenderlink,"['G 479 St Kilda Rd Melbourne, VICTORIA, 3004 Australia', 'https://www.dnb.com/business-directory/company-profiles.illion_australia_pty_ltd.05ccc8a951a817d9.html']","['training@tenderlink.com', 'https://illion.tenderlink.com/resources/product-training/']","['+64 21 529 991', 'https://illion.tenderlink.com/resources/partner-services/']","['illion', 'tenderlink services', 'application illion', 'illion group', 'tenderlink subscribers', 'illion tenderlink', 'business opportunities illion', 'tenderlink product training', 'illion tenderlink’s services', 'document download service']","['Philip Brown', 'founder(s)', 'https://www.crunchbase.com/organization/tenderlink']","[['AdvertisingE-CommerceService IndustryTraining'], 'https://www.crunchbase.com/organization/tenderlink']","['1994', 'https://www.crunchbase.com/organization/tenderlink']","['$124.37 million USD', 'https://www.dnb.com/business-directory/company-profiles.illion_australia_pty_ltd.05ccc8a951a817d9.html']",None,"[' Pyrmont, New South Wales, Australia', 'https://www.crunchbase.com/organization/tenderlink']",None,"['Private', 'https://www.crunchbase.com/organization/tenderlink']",0.0,0.25,0.0,0.0,0.0625
Smart Sourcing Solutions for Your Business | Converga ...,https://www.converga.com.au/,_When you increase efficiency and lower costs  you gain the freedom to focus on your core business and reach your goals. This is process innovation.,converga,"['5 Talavera Road Macquarie Park NSW 2113', 'https://www.converga.com.au/privacy-policy']","['enquiries@converga.com.au', 'https://www.crunchbase.com/organization/converga']","['1300 557 672', 'https://www.crunchbase.com/organization/converga']","['business process automation', 'existing business processes', 'various business processes', 'predefined business processes', 'modest business process', 'emerging business process technologies', 'quality business service', 'business tasks', 'businesses', 're-imagining business processes']","[['Akira YOSHIDA', ' director'], 'https://opencorporates.com/companies/nz/4074318']","[['Document ManagementOutsourcing'], 'https://www.crunchbase.com/organization/converga']","['Jan 1, 1994', 'https://www.crunchbase.com/organization/converga']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/converga']",None,"['Private', 'https://www.crunchbase.com/organization/converga']",0.625,0.75,0.0,0.0,0.34375
Welcome to ActionCOACH Australia and new Zealand,https://www.actioncoach.com.au/,Take your business to the next level with the help of an ActionCOACH Business Coach. Grow your business with our proven systems and methodologies..._Take your business to the next level with the help of an ActionCOACH Business Coach. Our business coaches will help you grow your business with our proven systems and methodologies and guarantee results at the same time. Learn More...,actioncoach,"['PO Box 7109 Holland Park East Queensland 4121', 'https://www.actioncoach.com.au/']",None,"['+61 414 947 478', 'https://www.actioncoach.com.au/team/andrew-laurie/']",None,"[['Bradley John SUGARS', ' director'], 'https://opencorporates.com/companies/nz/5844590']","[['E-Commerce'], 'https://www.crunchbase.com/organization/actioncoach']","['10 November 2015', 'https://opencorporates.com/companies/nz/5844590']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/5844590']",None,"['Private', 'https://www.crunchbase.com/organization/actioncoach']",0.25,0.25,0.0,0.0,0.125
LJ Hooker Real Estate - Sell_ Buy Rent and Invest,https://www.ljhooker.com.au/,LJ Hooker Australia real estate agents offer great real estate advice to buy  sell  rent and manage property in Australia,ljhooker,"['Level  26 , 161 Castlereagh Street, Sydney NSW 2000', 'https://www.ljhooker.com.au/privacy-policy']","['customerservice@ljhooker.com', 'https://www.crunchbase.com/organization/l-j-hooker']","['+61 2 9319 5079', 'https://www.ljhooker.com.au/privacy-policy']","['lj hooker', 'selling properties', 'lj hooker services', 'such lj hooker', 'lj hooker property', 'property investors lj hooker', 'our lj hooker agent', 'other properties', 'properties', 'lj hooker trade']","[['Josephine K. ', 'CX Senior Projects Manager ..._LinkedIn'], 'None']","[['Real Estate'], 'https://www.crunchbase.com/organization/l-j-hooker']","['1928', 'https://www.crunchbase.com/organization/l-j-hooker']","['$29.99 million USD', 'https://www.dnb.com/business-directory/company-profiles.lj_hooker_limited.151ce71b4aaf180fea54f9843f62e64e.html']",None,"[' Alexandria, New South Wales, Australia', 'https://www.crunchbase.com/organization/l-j-hooker']",None,"['Private', 'https://www.crunchbase.com/organization/l-j-hooker']",0.625,0.25,0.375,0.0,0.3125
Air New Zealand | Book Air NZ Flights with Confidence,https://www.airnewzealand.co.nz/,Every journey together should be an enjoyable one. Book Air NZ flights with confidence knowing we're keeping you safe in the air. Your wellbeing is important to us.,airnewzealand,"['185 Fanshawe Street Auckland, AUCKLAND, 1010 New Zealand', 'https://www.dnb.com/business-directory/company-profiles.air_new_zealand_aircraft_holdings_limited.4a3684be73c8ddf7c2679ad09fabf770.html']","['sinreservations@airnz.co.nz', 'https://www.crunchbase.com/organization/air-new-zealand']","['+64 (0)4 801 0639', 'https://www.airnewzealand.co.nz/parking-valet']","['domestic new zealand flights', 'new zealand travel', 'new zealand', 'new zealand bookings', 'travel alert information new zealand flight services', 'new zealand domestic travel', 'new zealand auckland', 'domestic new zealand', 'new zealand wines', 'new zealand travellers']","[['Jeffrey Graeme MCDOWALL', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.air_new_zealand_aircraft_holdings_limited.4a3684be73c8ddf7c2679ad09fabf770.html']","[['Air TransportationLeisureTourismTravel'], 'https://www.crunchbase.com/organization/air-new-zealand']","['Apr 1, 1940', 'https://www.crunchbase.com/organization/air-new-zealand']","['$3.58 billion USD', 'https://www.dnb.com/business-directory/company-profiles.air_new_zealand_aircraft_holdings_limited.4a3684be73c8ddf7c2679ad09fabf770.html']",None,"[' Auckland, Auckland, New Zealand', 'https://www.crunchbase.com/organization/air-new-zealand']",None,"['Private', 'https://www.crunchbase.com/organization/air-new-zealand']",0.75,0.25,0.0,0.0,0.25
Canon Australia - Cameras_ Printers & Multifunction Devices,https://www.canon.com.au/,Explore Canon Australia's range of products and services and check out our inspiring stories  events and tutorials. No one sees it like you._,canon,"['47 University Street, Carlton VIC 3053', 'https://www.canon.com.au/support/service-centres']","['privacyofficer@canon.com.au', 'https://www.canon.com.au/privacy-policy']","['1300 460 738', 'https://www.canon.com.au/cameras/eos-ra/support?option=drivers']",None,"[['Skye Nicholls ', 'Canon Australia_LinkedIn'], 'from linkedin search google']","[['Information TechnologySoftware'], 'https://www.crunchbase.com/organization/canon-australia']","['25 February 2019', 'https://opencorporates.com/companies/au/631872896']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/canon-australia']",None,"['Private', 'https://www.crunchbase.com/organization/canon-australia']",0.25,0.25,0.0,0.0,0.125
The Australian | Latest Australian News Headlines and World ...,https://www.theaustralian.com.au/,The Australian brings you the latest Australian news as well as latest politics  sports  entertainment  technology  lifestyle and breaking world news.,theaustralian,"['2 Holt St Surry Hills NSW 2010 Post: GPO Box 4245 Sydney NSW 2001', 'https://www.theaustralian.com.au/contact']","['letters@theaustralian.com.au', 'https://www.crunchbase.com/organization/the-australian']","['1300 696 397', 'https://www.theaustralian.com.au/products/a-warm-welcome-from-all-of-us-at-the-australian/news-story/ef30fc58503289f1c77d733544ac44c3']","['news corp australia', 'news corp australia companies', 'news corp australia publications', 'other women', 'other news corp', 'non-news corp australia companies', 'non-news corp australia', 'news corp australia external media policy', 'australian women writers', 'news corp employees']","[['Rupert Murdoch', 'CEO'], 'https://en.wikipedia.org/wiki/The_Australian']","[['NewsPublishing'], 'https://www.crunchbase.com/organization/the-australian']","['Jul 15, 1964', 'https://www.crunchbase.com/organization/the-australian']",None,None,"[' Surry Hills, New South Wales, Australia', 'https://www.crunchbase.com/organization/the-australian']",None,"['Private', 'https://www.crunchbase.com/organization/the-australian']",0.25,0.25,0.0,0.0,0.125
Flowcrete Australia | Epoxy_ Polyurethane & MMA Resin ...,https://www.flowcreteaustralia.com.au/,Flowcrete Australia is a leading supplier of epoxy  polyurethane and MMA resin floor and wall coating solutions for both the industrial and commercial sectors…,flowcreteaustralia,"['2016 With only a month left to go until Foodtech Queensland', 'https://www.flowcreteaustralia.com.au/our-news/latest-news/?year=2016']","['info@airstep.com.au', 'https://www.crunchbase.com/organization/airstep-australia']","['+64 7 541 1221', 'https://www.flowcreteaustralia.com.au/our-news/latest-news/flowcrete-australia-enters-new-zealand-distribution-agreement-with-altex-coatings-ltd/']","['australia flowcrete australia', 'flowcrete flowcrete', 'flowcrete sr visit flowcrete australia', 'resin terrazzo floor system industrial flooring system', 'flowcrete uk floor', 'floor coating systems', 'anitimicrobial polyurethane resin floor system', 'local flowcrete australia', 'food safe floor area', 'education flowcrete australia']","[['Sean Tinsley', 'Managing_Director'], 'https://www.flowcreteaustralia.com.au/our-news/latest-news/flowcrete-australia-opens-new-sydney-facility/']","[['E-CommerceReal Estate'], 'https://www.crunchbase.com/organization/airstep-australia']",None,None,None,"[' Dandenong, Victoria, Australia', 'https://www.crunchbase.com/organization/airstep-australia']",None,"['Private', 'https://www.crunchbase.com/organization/airstep-australia']",0.25,0.25,0.75,0.0,0.3125
Goodman: Logistics space for the world's greatest ambitions,https://www.goodman.com/,Goodman is a global property expert in logistics and business space. We own  develop and manage industrial property in 17 countries.,goodman,"['L 17 60 Castlereagh St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.goodman_limited.0501b1caa3988c13574a83450f3a115c.html']","['info@afca.org.au', 'https://www.goodman.com/investor-centre/investor-faq']","['+61 2 9230 7400', 'https://www.crunchbase.com/organization/goodman-logistics']",None,"['Gregory Goodman', 'founder(s)', 'https://www.crunchbase.com/organization/goodman-logistics']","[['CommercialIndustrialLogisticsProperty ManagementReal Estate'], 'https://www.crunchbase.com/organization/goodman-logistics']","['26 September 2019', 'https://opencorporates.com/companies/au/636461633']","['$988.82 million USD', 'https://www.dnb.com/business-directory/company-profiles.goodman_limited.0501b1caa3988c13574a83450f3a115c.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/goodman-logistics']",None,"['Private', 'https://www.crunchbase.com/organization/goodman-logistics']",0.375,0.375,0.0,0.0,0.1875
Home - City of Hobart_ Tasmania Australia,https://www.hobartcity.com.au/Home,The official website of the City of Hobart,hobartcity,"['post to GPO Box 503, Hobart TAS 7001', 'https://www.hobartcity.com.au/City-services/Parking/How-to-pay-for-parking/New-Parking-Meters-Frequently-Asked-Questions']","['communications@hobartcity.com.au', 'https://www.hobartcity.com.au/City-services/Filming-permits']","['1800 005 171', 'https://www.hobartcity.com.au/City-services/Environment/Pollution-control/Odour-dust-and-air-pollution']","['hobart city', 'hobart city council', 'hobart city residents', 'hobart city council hoggins', 'hobart bushcare', 'hobart tasmania', 'hobart council centre', 'hobart food', 'south hobart', 'elizabeth hobart']","[['Nick Heath', 'General Manager'], 'https://www.dnb.com/business-directory/company-profiles.hobart_city_council.9a9bacb003f1d6dbbbbb34816b6a1e94.html']","[['3D PrintingCommunities'], 'https://www.crunchbase.com/organization/hobart-hackerspace']","['28 June 2007', 'https://opencorporates.com/companies/au/126243285']","['$95.58 million USD', 'https://www.dnb.com/business-directory/company-profiles.hobart_city_council.9a9bacb003f1d6dbbbbb34816b6a1e94.html']",None,"[' Hobart, Tasmania, Australia', 'https://www.crunchbase.com/organization/hobart-hackerspace']",None,"['Private', 'https://www.crunchbase.com/organization/hobart-hackerspace']",0.25,0.25,0.0,0.0,0.125
Home - ASX,https://www2.asx.com.au/,,asx,"['Level  6 20 Bridge Street SYDNEY NSW 2000', 'https://www2.asx.com.au/legals/privacy-statement']","['kelly.boschenok@asx.com.au', 'https://www2.asx.com.au/about/regulation/public-consultations']","['+61 2 9347 0005', 'https://www2.asx.com.au/about/contact-asx']","['asx asx', 'asx compliance asx', 'asx listing satisfy asx', 'asx media release web page asx', 'asx companies', 'asx consultation paper', 'asx indices', 'asx company information', 'asx limited', 'asx business']","['William Barton', 'founder(s)', 'https://www.crunchbase.com/organization/asx-limited']","[['FinanceFinancial ServicesVenture Capital'], 'https://www.crunchbase.com/organization/asx-limited']","['Apr 1, 1987', 'https://www.crunchbase.com/organization/asx-limited']","['$621.08 million USD', 'https://www.dnb.com/business-directory/company-profiles.asx_limited.5dabc7431846f94170abccd0dc59ff78.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/asx-limited']",None,"['Private', 'https://www.crunchbase.com/organization/asx-limited']",0.625,0.25,0.0,0.0,0.21875
Inner Range > Home,https://www.innerrange.com/,,innerrange,"['1 Millennium Ct Knoxfield, VICTORIA, 3180 Australia', 'https://www.dnb.com/business-directory/company-profiles.inner_range_pty_ltd.20668012d05f5aa48c88f8360c395573.html']","['admin@innerrange.com', 'https://www.crunchbase.com/organization/inner-range']","['+61 3 9780 4300', 'https://www.innerrange.com/Contact/About-Us/News/inner-range-integrates-integriti-with-traka-key-cabinets-and-lockers-2']","['inner range anixter', 'inner range integriti', 'security solutions integriti', '| security branch anixter colombia anixter detroit', 'anixter berlin | power solutions taiwan anixter inc.', 'anixter anixter apex', 'anixter union city | security solutions', 'anixter andrews | power solutions', 'anixter raleigh | power solutions', 'inner range uk anixter portland']","[['TIMOTHY RYAN MARTIN', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.inner_range_pty_ltd.20668012d05f5aa48c88f8360c395573.html']","[['ElectronicsInformation TechnologyManufacturingSecurity'], 'https://www.crunchbase.com/organization/inner-range']","['Jan 1, 1988', 'https://www.crunchbase.com/organization/inner-range']","['$24.89 million USD', 'https://www.dnb.com/business-directory/company-profiles.inner_range_pty_ltd.20668012d05f5aa48c88f8360c395573.html']",None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/inner-range']",None,"['Private', 'https://www.crunchbase.com/organization/inner-range']",0.75,0.375,0.0,0.0,0.28125
PayStay: Mobile Parking By DCA,https://www.paystay.com.au/,,paystay,None,"['feedback@paymate.com.au', 'https://www.crunchbase.com/organization/paymate']","['1300 322 111', 'https://www.paystay.com.au/contact']",None,"['Dilip Rao', 'founder(s)', 'https://www.crunchbase.com/organization/paymate']","[['Financial ServicesFinTechPayments'], 'https://www.crunchbase.com/organization/paymate']","['Jul 1, 2000', 'https://www.crunchbase.com/organization/paymate']",None,None,"[' Saint Leonards, Victoria, Australia', 'https://www.crunchbase.com/organization/paymate']",None,"['Private', 'https://www.crunchbase.com/organization/paymate']",0.0,0.25,0.0,0.0,0.0625
Google Books,https://books.google.com.au/,,books.google,None,None,"['+612 9045 4394', 'https://www.crunchbase.com/organization/booktopia']","['google services', 'using google', 'google books', 'google', 'google play books', 'google digital', 'google account', 'google play', 'google books duration', 'visit google books']","['Anthony Nash', 'founder(s)', 'https://www.crunchbase.com/organization/booktopia']","[['E-CommerceE-Commerce PlatformsEBooksMarketingSales'], 'https://www.crunchbase.com/organization/booktopia']","['Feb 4, 2004', 'https://www.crunchbase.com/organization/booktopia']",None,None,"[' Lidcombe, New South Wales, Australia', 'https://www.crunchbase.com/organization/booktopia']",None,"['Private', 'https://www.crunchbase.com/organization/booktopia']",0.0,0.0,0.0,0.0,0.0
Woods Bagot,https://www.woodsbagot.com/,Today marks a special moment for Woods Bagot as we celebrate the Lunar New Year alongside our studio's in China by marking the transition from the year of the Rat to the year of the Ox.,woodsbagot,"['PO Box 470 , Flinders Lane, VIC 8003', 'https://www.woodsbagot.com/legal/']","['contact@woodsbagot.com', 'https://www.crunchbase.com/organization/woods-bagot']","['+61 3 8646 6600', 'https://www.woodsbagot.com/legal/']","['new buildings', 'new interior spaces', 'retail space', 'office space', 'bespoke retail experience spaces', 'public spaces', 'open floor spaces', 'such spaces', 'spaces', 'open space']","[['GEORGIA MARY SINGLETON', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.woods_bagot_pty_ltd.2ff37d322789a28d.html']","[['ArchitectureConsultingInterior Design'], 'https://www.crunchbase.com/organization/woods-bagot']","['Jan 1, 1869', 'https://www.crunchbase.com/organization/woods-bagot']","['$80.66 million USD', 'https://www.dnb.com/business-directory/company-profiles.woods_bagot_pty_ltd.2ff37d322789a28d.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/woods-bagot']",None,"['Private', 'https://www.crunchbase.com/organization/woods-bagot']",0.25,0.25,0.0,0.0,0.125
Ensafe Group | Downloadable Compliance Documentation ...,https://www.ensafegroup.com.au/,Achieve successful OHS/WHS  environmental and quality compliance with our simple  quick & easy to use docs. Download today.,ensafegroup,"['1300 729 881    [email\xa0protected]  4 Tucker Place  Edensor Park NSW 2176 Australia', 'https://www.ensafegroup.com.au/contact']",None,"['1300 729 881', 'https://www.ensafegroup.com.au/contact']","['cloudflare ray id', 'cloudflare performance', 'management systems', 'cloudflare', 'the covid-19 safety management plan complies', 'safety', 'coronavirus disease', 'malicious bots', 'order', 'the e-mail address']",None,"[['Developer ToolsNetwork SecuritySaaSSemantic SearchSmall and Medium BusinessesSoftware'], 'https://www.crunchbase.com/organization/oquma']",None,"['$289,592 USD', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_the_carcaje_winners_hybrid_discretionary_trust.79a97d19d04e8f6020eb06a4378d4939.html']",None,None,None,"['Private', 'https://www.crunchbase.com/organization/oquma']",1.0,0.25,0.0,0.0,0.3125
Australian FinTech - Connecting Australian FinTech,https://australianfintech.com.au/,Australian FinTech - the number one source of Australian FinTech news  including a comprehensive list of Australian FinTech companies and helpful resources.,australianfintech,"['HURSTVILLE2220New South WalesAustralia', 'https://opencorporates.com/companies/au/636587570']","['info@australianfintech.com.au', 'https://www.crunchbase.com/organization/australian-fintech']",None,"['australian financial services', 'financial services businesses', 'other financial services business', 'financial service technology', 'financial payment products', 'digital financial services', 'financial technology companies', 'financial services', 'fintech australia alipay australia', 'financial service providers']","['Cameron Dart', 'founder(s)', 'https://www.crunchbase.com/organization/australian-fintech']","[['Digital MediaFinTechNews'], 'https://www.crunchbase.com/organization/australian-fintech']","['Aug 1, 2015', 'https://www.crunchbase.com/organization/australian-fintech']",None,None,"[' Burleigh Heads, Queensland, Australia', 'https://www.crunchbase.com/organization/australian-fintech']",None,"['Private', 'https://www.crunchbase.com/organization/australian-fintech']",0.0,0.0,0.0,0.0,0.0
CarParkingGuru.com - Where to park_ Where ever you're going,http://www.carparkingguru.com/,,carparkingguru,"['245 Wilson Street Eveleigh NSW 2015', 'http://www.carparkingguru.com/category/buildings/page/2/']","['hello@beforepay.co', 'https://www.crunchbase.com/organization/cheq-40b6']","['+612 8079 2924', 'http://www.carparkingguru.com']","['car parking rates', 'cheap car parking', 'sydney car parking', 'parking harris street car parks', 'melbourne best parking car parking', 'car parking benefits', 'car parking information', 'car parking pricing', 'wilson parking westfield sydney king street car parking', 'best car parking']","['Dean Mao', 'founder(s)', 'https://www.crunchbase.com/organization/cheq-40b6']","[['AppsConsumer LendingFinancial ServicesFinTechMicro LendingPersonal Finance'], 'https://www.crunchbase.com/organization/cheq-40b6']","['Jun 1, 2019', 'https://www.crunchbase.com/organization/cheq-40b6']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/cheq-40b6']",None,"['Private', 'https://www.crunchbase.com/organization/cheq-40b6']",0.25,0.25,0.0,0.0,0.125
Deloitte US | Audit_ Consulting_ Advisory_ and Tax Services,https://www2.deloitte.com/us/en.html,Deloitte provides industry-leading audit  consulting  tax  and advisory services to many of the world’s most admired brands  including 80 percent of the Fortune 500. As a member firm of Deloitte Touche Tohmatsu Limited  a network of member firms  we are proud to be part of the largest global professional services network  serving our clients in the markets that are most important to them.,www2.deloitte,None,"['rwinn@deloitte.com', 'https://www2.deloitte.com/us/en/insights/industry/public-sector/darpa-innovation-new-emerging-technologies.html']",None,"['financial risk risk reboot', 'risk management practices', 'risk management programs', 'market risk management', 'investment risk management', 'risk management processes', 'cybersecurity risk management', 'more risk management time', 'risk management issues', 'risk management costs']","[['Kate Ahern ', 'Partner_Deloitte'], 'from linkedin search google']","[['ConsultingManagement ConsultingProfessional ServicesRisk Management'], 'https://www.crunchbase.com/organization/deloitte-australia']",None,None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/deloitte-australia']",None,"['Private', 'https://www.crunchbase.com/organization/deloitte-australia']",0.0,0.0,0.0,0.0,0.0
Daily Pioneer,https://www.dailypioneer.com/,English news paper  today�s newspaper - www.dailypioneer.com brings the today news in English  breaking news headlines from India around the World. Read latest news today on Sports  Business  Health  Fitness  Bollywood  Entertainment and Opinions from leading columnists.,dailypioneer,None,"['ug-compsci@sheffield.ac.uk', 'https://www.dailypioneer.com/2021/avenues/scholaship.html']",None,None,"[['Pranesh Prasad ', 'Columnist_HuffPost'], 'from linkedin search google']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
